agenda,kategori_harian_id,user_id,status,detail_kerja,poin,date
cuti,,15.0,,cuti,0.0,2025-03-28
cuti,,15.0,,cuti,0.0,2025-03-28
cuti,,15.0,,cuti,0.0,2025-03-28
cuti,,15.0,,cuti,0.0,2025-03-28
cuti,,15.0,,cuti,0.0,2025-03-28
cuti,,15.0,,cuti,0.0,2025-03-28
cuti,,15.0,,cuti,0.0,2025-03-28
cuti,,15.0,,cuti,0.0,2025-03-28
cuti,,15.0,,cuti,0.0,2025-03-28
monitoring gudang ciberum ,1.0,18.0,Selesai,monitoring pekerjaan di ciberum ,2.0,2025-03-28
monitoring gudang ciberum ,1.0,18.0,Selesai,monitoring pekerjaan di ciberum ,2.0,2025-03-28
monitoring gudang ciberum ,1.0,18.0,Selesai,monitoring pekerjaan di ciberum ,2.0,2025-03-28
monitoring gudang ciberum ,1.0,18.0,Selesai,monitoring pekerjaan di ciberum ,2.0,2025-03-28
monitoring gudang ciberum ,1.0,18.0,Selesai,monitoring pekerjaan di ciberum ,2.0,2025-03-28
monitoring gudang ciberum ,1.0,18.0,Selesai,monitoring pekerjaan di ciberum ,2.0,2025-03-28
monitoring gudang ciberum ,1.0,18.0,Selesai,monitoring pekerjaan di ciberum ,2.0,2025-03-28
monitoring gudang ciberum ,1.0,18.0,Selesai,monitoring pekerjaan di ciberum ,2.0,2025-03-28
monitoring gudang ciberum ,1.0,18.0,Selesai,monitoring pekerjaan di ciberum ,2.0,2025-03-28
pembersihan solkan ,1.0,18.0,Selesai,pembersihan solkan ,2.0,2025-03-28
koordinasi dengan teknisi ,1.0,9.0,Selesai,koordinasi dengan teknisi terkait pekerjaan besok,2.0,2025-03-28
koordinasi dengan tim asset,1.0,9.0,Selesai,koordinasi pengajuan ,2.0,2025-03-28
koordinasi dengan vendor ,1.0,9.0,Selesai,koordinasi dengan vendor terkait pekerjaan ,2.0,2025-03-28
pengecekan area ho ,1.0,9.0,Selesai,pengecekan solar pengukuran renovasi ,2.0,2025-03-28
perbaikan stop kontak di BRP ,1.0,9.0,Selesai,perbaikan stop kontak,2.0,2025-03-28
pembuatan RAB ,,9.0,Selesai,pembuatan RAB renovasi ,3.0,2025-03-28
monitoring group ,1.0,9.0,Selesai,monitoring terkait pengajuan tim dan komplen ,2.0,2025-03-28
Update spreadsheet,3.0,9.0,Selesai,update data jobdesk tim teknisi ,2.0,2025-03-28
Update spreadsheet,3.0,9.0,Selesai,update data maintance ,2.0,2025-03-28
Update spreadsheet,3.0,9.0,Selesai,update data waitinglist,2.0,2025-03-28
perbaikan mesin jahit ,4.0,2.0,Selesai,perbaikan mesin jahit ,3.0,2025-03-28
penggalian dril ,5.0,2.0,Selesai,penggalian dril ,2.0,2025-03-28
perbaikan pengurukan ,5.0,2.0,Selesai,perbaikan pengurukan ,2.0,2025-03-28
pengukaran ,5.0,2.0,Selesai,pengukaran  kantor HO ,2.0,2025-03-28
perbaikan mesin steam ,4.0,2.0,Selesai,perbaikan mesin steam ,3.0,2025-03-28
pemnasan genset ,4.0,5.0,Selesai,pemnasan genset ,3.0,2025-03-28
perbaikan pembuangan air ,5.0,5.0,Selesai,perbaikan pembuangan air ,2.0,2025-03-28
pengadukan semen dan pasr,5.0,5.0,Selesai,pengadukan semen dan pasr,2.0,2025-03-28
pengecoran ,5.0,5.0,Selesai,pengecoran ,2.0,2025-03-28
pembersihan solokan ,5.0,5.0,Selesai,pembersihan solokan ,2.0,2025-03-28
perbaikan dril ,5.0,1.0,Selesai,perbaikan dril ,2.0,2025-03-28
pengalian solokan ,5.0,1.0,Selesai,pengalian solokan ,2.0,2025-03-28
pengecoran ,5.0,1.0,Selesai,pengecoran ,2.0,2025-03-28
pembelanjaan matrial bersama finace ,5.0,1.0,Selesai,pembelanjaan matrial bersama finace ,2.0,2025-03-28
pengukaran ,5.0,1.0,Selesai,pengukaran  kantor HO ,2.0,2025-03-28
pengajuan perbaikan ke pln ,1.0,18.0,Selesai,monitoring pekerjaan di ciberum ,2.0,2025-04-08
monitoring perbaikan panel di BRP,1.0,18.0,Selesai,monitoring pekerjaan di ciberum ,2.0,2025-04-08
memindahkan matrial dari lantai 1 ke lantai 2,1.0,18.0,Selesai,memindahkan matrial dari lantai 1 ke lantai 2,2.0,2025-04-08
koordinasi dengan pimpinan ,1.0,18.0,Selesai,koordinasi terkait pekerjaan yang belum di lakukan ,2.0,2025-04-08
monitoring tim  teknisi ,1.0,18.0,Selesai,monitoring tim ,2.0,2025-04-08
kordinasi dengan finace ,1.0,18.0,Selesai,kordinasi dengan finace ,2.0,2025-04-08
koordinasi dengan tim ob ,1.0,18.0,Selesai,koordinasi dengan tim ob ,2.0,2025-04-08
koordinasi dengan tim legal ,1.0,18.0,Selesai,koordinasi dengan tim legal ,2.0,2025-04-08
monitoring group ,1.0,18.0,Selesai,monitoring group req dan komplen,2.0,2025-04-08
koordinasi dengan teknisi ,1.0,9.0,Selesai,koordinasi dengan teknisi terkait pengajuan ,2.0,2025-04-08
koordinasi dengan tim asset,1.0,9.0,Selesai,koordinasi pengajuan pelunasan ,2.0,2025-04-08
koordinasi dengan vendor ,,9.0,Selesai,koordinasi dengan vendor terkait pekerjaan plafon di ho,3.0,2025-04-08
pengecekan area ho ,1.0,9.0,Selesai,pengecekan hasil renovasi ,2.0,2025-04-08
koordinasi dengan Pak eko ,1.0,9.0,Selesai,koordinasi terkait pekerjaan yang belum di lakukan ,2.0,2025-04-08
pembuatan jadwal ,1.0,9.0,Selesai,pembuatan jadwal teknisi ,2.0,2025-04-08
monitoring group ,1.0,9.0,Selesai,monitoring terkait pengajuan tim dan komplen ,2.0,2025-04-08
Update spreadsheet,3.0,9.0,Selesai,update data jobdesk tim teknisi ,2.0,2025-04-08
Update spreadsheet,3.0,9.0,Selesai,update data maintance ,2.0,2025-04-08
Update spreadsheet,3.0,9.0,Selesai,update data waitinglist,2.0,2025-04-08
Monitoring Grup OB dan CS,3.0,17.0,Selesai,Mengecek Repotan dan pengerjaan,2.0,2025-04-08
Kordinasi dengan TIM OB dan Div Lain,3.0,17.0,Selesai,Kordinasi pengantaran Berkas dan Barang (Titipan Sampel untuk RNd),2.0,2025-04-08
kordinasi dengan Admin aset,1.0,17.0,Selesai,"Kordinasi terkait  pengajuan barang (Wipol 4 pcs,Buy fresh$ pcs,pakan Ikan,2 pcs,Rak sepatu untuk kemitraan)",2.0,2025-04-08
Update Data di Spredshet,3.0,17.0,Selesai,Update Spredshet untuk Laporan Bulan April,2.0,2025-04-08
Kordinasi Dengan Finance,1.0,17.0,Selesai,Kordinasi Terkait Pengajuan Rak Sepatu,2.0,2025-04-08
Monitoring Area akntor TSP,1.0,17.0,Selesai,"Monitoring Kebersihan,kerapihan area kantor",2.0,2025-04-08
Kordinasoi dengan Vendor Air galon Ruhama,1.0,17.0,Selesai,Koirdinasi untuk Pengiriman Air Galon Untuk kantor,2.0,2025-04-08
pengecekan ac ,4.0,2.0,Selesai,pengecekan ac ,3.0,2025-04-08
perbaikan AC,4.0,2.0,Selesai,perbaikan AC,3.0,2025-04-08
Pengisian preon ,4.0,2.0,Selesai,Pengisian preon ,3.0,2025-04-08
pemasangan router,4.0,5.0,Selesai,pemasangan router,3.0,2025-04-08
pemasangan stopkontak ,7.0,5.0,Selesai,pemasangan stopkontak ,2.0,2025-04-08
pemasangan rumah kunci ,5.0,5.0,Selesai,pemasangan rumah kunci ,2.0,2025-04-08
pengcekan panel listrik,7.0,5.0,Selesai,pengecoran ,2.0,2025-04-08
pemindahan barang ,7.0,5.0,Selesai,pemindahan barang dari lantai 1 ke lantai 2,2.0,2025-04-08
pengeckan panel ,6.0,1.0,Selesai,pengeckan panel ,3.0,2025-04-08
perbaikan panel cs ,6.0,1.0,Selesai,perbaikan panel cs ,3.0,2025-04-08
pengukuran dan kooridnasi dengan vendor ,5.0,1.0,Selesai,pengukuran dan kooridnasi dengan vendor ,2.0,2025-04-08
Monitoring dan membantu pindahan ruangan admin dari TSP ke HO,1.0,18.0,Selesai,monitoring pindahan ruangan di HO,2.0,2025-04-09
Monitoring pekerjaan proyek ruangan arsip BRP,1.0,18.0,Selesai,Monitoring pekerjaan ruang arsip BRP,2.0,2025-04-09
Monitoring tim teknisi,1.0,18.0,Selesai,Monitoring pekerjaan ruang arsip BRP,2.0,2025-04-09
Koordinasi dengan tim finance,1.0,18.0,Selesai,koordinasi dengan tim finance,2.0,2025-04-09
koordinasi dengan tim ob,1.0,18.0,Selesai,koordinasi dengan tim ob,2.0,2025-04-09
monitoring kantor cibeureum,1.0,18.0,Selesai,monitoring kantor cibeureum,2.0,2025-04-09
koordinasi dengan pimpinan,1.0,18.0,Selesai,koordinasi dengan pimpinan,2.0,2025-04-09
monitoring pekerjaan AC bersama vendor di ruangan HR,1.0,18.0,Selesai,Monitoring pekerjaan AC kantor TSP,2.0,2025-04-09
Monitoring grup,1.0,18.0,Selesai,,2.0,2025-04-09
koordinasi dengan teknisi ,1.0,9.0,Selesai,koordinasi dengan teknisi terkait pengajuan ,2.0,2025-04-09
koordinasi dengan tim asset,1.0,9.0,Selesai,koordinasi pengajuan pelunasan ,2.0,2025-04-09
koordinasi dengan pak doni ,,9.0,Selesai,koordinasi dengan pak doni terkait pergantian jendela,3.0,2025-04-09
pengecekan area ho ,,9.0,Selesai,pengecekan area yang mau di cat ,3.0,2025-04-09
koordinasi dengan pak ari ,1.0,9.0,Selesai,koordinasi dengan pak ari terkait pembuatan kanopi,2.0,2025-04-09
pembuatan Rab Kanopi Bandung',,9.0,Selesai,pembuatan rab ,3.0,2025-04-09
monitoring group ,1.0,9.0,Selesai,monitoring terkait pengajuan tim dan komplen ,2.0,2025-04-09
koordinasi dengan kemitran,,9.0,Selesai,koordinasi terkait oembuatan gambar ,3.0,2025-04-09
pembuatan gambar 3d,,9.0,Selesai,pembuatan gambar 3d kantor kemitraan ,3.0,2025-04-09
korrdinasi denganstokis ,,9.0,Selesai,koordinasi terkiat perbaikan freezer,3.0,2025-04-09
Monitoring Grup OB dan CS,3.0,17.0,Selesai,Monitoring Pengerjaan dan Repotan Tim OB dan Cs,2.0,2025-04-09
Kordinasi dengan TIM OB dan Div Lain,3.0,17.0,Selesai,"Kordinasi Terkait Pengantaran Berkas dan barang (sampel RNd,dan kebutuhan Konten Media)",2.0,2025-04-09
kordinasi dengan Admin aset,3.0,17.0,Selesai,"Kordinasi Terkait pengajuan Barang (lampu,gelas dan tutup gelas)",2.0,2025-04-09
Update Data di Spredshet,3.0,17.0,Selesai,Update data ceklisan OB dan CS,2.0,2025-04-09
Kordinasi Dengan Finance,1.0,17.0,Selesai,Kordinasi terkait followup untuk pengiriman air minum,2.0,2025-04-09
Monitoring Area akntor TSP,1.0,17.0,Selesai,monitoring Kebersihan dan Kerapihan Kantor,2.0,2025-04-09
Kordinasoi dengan Vendor Air galon Ruhama,3.0,17.0,Selesai,Kordinasi untuk pengiriman Air Minum Galon untuk Setiap kantor,2.0,2025-04-09
Membantu pindahan,1.0,17.0,Selesai,Membantu pindahan Barang-barang Div admin,2.0,2025-04-09
mengeksekusi pembuatan skatan lantai 2 di BRP,6.0,2.0,Progres,Pemasangan skatan di kantor BRP,2.0,2025-04-09
Pengecekan AC di HO,7.0,2.0,Selesai,Pengecekan ac di HO,2.0,2025-04-09
perbaikan AC di HO,7.0,2.0,Selesai,perbaikan AC di HO,2.0,2025-04-09
Pengambilan barang teknisi di kantor TSP,6.0,2.0,Selesai,pengambilan barang di kantor TSP,3.0,2025-04-09
Mengekesekusi pembuatan sekatan di lantai 2 BRP,6.0,5.0,Progres,Pemasangan skatan di kantor BRP,2.0,2025-04-09
pengambilan barang teknisi di kantor TSP,6.0,5.0,Selesai,Pengambilan barang teknisi area TSP,3.0,2025-04-09
pemindahan barang,7.0,5.0,Selesai,pemindahan barang dari lantai 1 ke lantai 2,2.0,2025-04-09
pengecakan kusen kayu kantor office cibeureum,7.0,1.0,Selesai,penegecekan kusen kayu kantor cibeureum,2.0,2025-04-09
Pengecekan mesin tepung office cibeureum,4.0,1.0,Selesai,pengecekan mesin tepung di office cibeureum,3.0,2025-04-09
pembongkaran triplek ruang pak dayat,7.0,1.0,Selesai,pembongkaran triplek area HO,2.0,2025-04-09
pengecekan mesin di kantor HO,1.0,18.0,Selesai,Pengecekan mesin di HO,2.0,2025-04-10
Koordinasi dengan tim asset,1.0,18.0,Selesai,koordinasi dengan tim asset,2.0,2025-04-10
Koordinasi dengan vendor ,1.0,18.0,Selesai,terkait perbaikan ac,2.0,2025-04-10
koordinasi dengan tim teknisi,1.0,18.0,Selesai,terkait mesin,2.0,2025-04-10
koordinasi dengan tim OB,1.0,18.0,Selesai,terkait pindahan barang dari kantor ho,2.0,2025-04-10
Koordinasi dengan tim wheat logistik,1.0,18.0,Selesai,terkait jendela yang ada di kantor cibeureum,2.0,2025-04-10
koordinasi dengan tim teknisi,1.0,18.0,Selesai,terkait ekseskusi grup req & Komplain GA,2.0,2025-04-10
Koordinasi dengan tim ekspedisi,1.0,18.0,Selesai,terkait mobil pindahan barang,2.0,2025-04-10
koordinasi dengan bapak eko,1.0,18.0,Selesai,terkait pengerjaan di ruangan produksi ayam,2.0,2025-04-10
koordinasi dengan teknisi ,1.0,9.0,Selesai,koordinasi dengan teknisi terkait pengajuan ,2.0,2025-04-10
koordinasi dengan tim asset,1.0,9.0,Selesai,koordinasi pengajuan pelunasan ,2.0,2025-04-10
koordinasi dengan pak doni ,,9.0,Selesai,koordinasi dengan pak doni terkait pergantian jendela,3.0,2025-04-10
koordinasi dengan vendor ,,9.0,Selesai,koordinasi dengan vendor terkiat pengecetan ,3.0,2025-04-10
koordinasi dengan pak ari ,1.0,9.0,Selesai,koordinasi dengan pak ari terkait pembuatan kanopi,2.0,2025-04-10
pembuatan RAB PLAFON ,,9.0,Selesai,pembuatan RAB PLAFON ,3.0,2025-04-10
monitoring group ,1.0,9.0,Selesai,monitoring terkait pengajuan tim dan komplen ,2.0,2025-04-10
koordinasi dengan kemitran,,9.0,Selesai,koordinasi terkait pembuatan gambar ,3.0,2025-04-10
pembuatan gambar 3d,,9.0,Selesai,pembuatan gambar 3d kantor kemitraan ,3.0,2025-04-10
korrdinasi denganstokis ,,9.0,Selesai,koordinasi terkiat perbaikan freezer,3.0,2025-04-10
Monitoring Grup OB dan CS,3.0,17.0,Selesai,Monitoring Pengerjaan dan Repotan Tim OB dan Cs,2.0,2025-04-10
Kordinasi dengan TIM OB dan Div Lain,3.0,17.0,Selesai,"Kordinasi Terkait Pengantaran Berkas dan barang (sampel RNd,Berkas HRD,Nota Vendor)",2.0,2025-04-10
kordinasi dengan Admin aset,1.0,17.0,Selesai,Kordinasi Terkait Update pengajuan Barang ,2.0,2025-04-10
Update Data di Spredshet,3.0,17.0,Selesai,Update data ceklisan OB dan CS,2.0,2025-04-10
Kordinasi Dengan Finance,1.0,17.0,Selesai,Kordinasi terkait pengiriman air minum,2.0,2025-04-10
Kordinasoi dengan Vendor Air galon Ruhama,3.0,17.0,Selesai,Kordinasi untuk pengiriman Air Minum Galon untuk Setiap kantor,2.0,2025-04-10
Membantu pindahan,,17.0,Selesai,Membantu pindahan Barang-barang DIV aset dari Ho ke TSP,3.0,2025-04-10
Membantu PIC security,1.0,17.0,Selesai,Membatu Pembagian Nasi Box untuk  WArga di HO dan Cibeureum,2.0,2025-04-10
Koordinasi dengan SPV & PIC Service,7.0,2.0,Selesai,terkait komplenan di grup Data Req & Komplain GA,2.0,2025-04-10
Mengeksekusi pengerjaan komplenan di grup Data Req & Complain GA,7.0,2.0,Selesai,terkait komplenan di grup data req & komplai GA,2.0,2025-04-10
Perbaikan mesin ciler yang mati,4.0,2.0,Selesai,Terkait komplenan di grup data & req komplain GA,3.0,2025-04-10
Maintenance setiap alat di kantor HO,4.0,2.0,Selesai,pemeliharaan alat di kantor HO,3.0,2025-04-10
membantu tim OB pindahan dari HO ke TSP,7.0,2.0,Selesai,membantu tim ob dalam melakukan pindahan,2.0,2025-04-10
Maintenace setiap alat di kantor Cibeureum,4.0,2.0,Selesai,pemeliharaan alat di kantor cibeureum,3.0,2025-04-10
Perbaikan timbangan ,4.0,2.0,Selesai,perbaikan timbangan di kantor HO,3.0,2025-04-10
Seting kipas angin buat di pasang di produksi tepung,4.0,2.0,Selesai,seting kipas angin area produksi tepung,3.0,2025-04-10
Perbaikan jalur cctv yang diatas pos,7.0,2.0,Selesai,perbaikan jalur cctv,2.0,2025-04-10
Pemanasan mesin genset di HO,4.0,2.0,Selesai,memanaskan mesin genset di HO,3.0,2025-04-10
Koordinasi dengan SPV & PIC Service,7.0,5.0,Selesai,terkait komplenan di grup data req & Komplain GA,2.0,2025-04-10
Mengeksekusi pengerjaan komplenan di grup data req & Komplenan GA,7.0,5.0,Selesai,terkait komplenan di grup data req & Complain GA,2.0,2025-04-10
Pengecekan panel CS yang turun di ruang mesin HO,4.0,5.0,Selesai,pengecekan panel cs yang mendadak mati,3.0,2025-04-10
melanjutkan pembuatan partisi skatan ruangan arsip,6.0,5.0,Progres,pembuatan sekatan ruang arsip di kantor BRP,2.0,2025-04-10
Proses perakitan rangka baja skatan,6.0,5.0,Progres,Proses perakitan skatan ruang arsip,2.0,2025-04-10
maintenace asset yang ada di kantor BRP,4.0,5.0,Selesai,maintenace asset seperti listrik di kantor BRP,3.0,2025-04-10
Pengangkatan barang pembuatan ruang arsip dari lantai 1 ke lantai 2,6.0,5.0,Selesai,pengangkatan bara dari lantai 1 ke lantai 2 BRP,3.0,2025-04-10
membantu pindahan dari ho ke tsp,7.0,5.0,Selesai,membantu pindahan barang,2.0,2025-04-10
koordinasi dengan spv dan pic service,7.0,1.0,Selesai,terkait komplenan di grup data req & komplain GA,2.0,2025-04-10
mengeksekusi pengerjaan komplenan di grup data req & Komplenan ,7.0,1.0,Selesai,terkait komplenan di grup data req & Complain GA,2.0,2025-04-10
Penyetelan fresur mesin cs,4.0,1.0,Selesai,penyetelan fresur mesin cs,3.0,2025-04-10
pengecekan kondensor di ho,4.0,1.0,Selesai,pengecekan kondensor yang mati di ho,3.0,2025-04-10
penyetingan mesin cs di HO,4.0,1.0,Selesai,penyetingan mesin cs di ho yang sempat mati,3.0,2025-04-10
maintenace mesin area HO,4.0,1.0,Selesai,pemeliharaan mesin area HO,3.0,2025-04-10
maintenace mesin area cibeureum,4.0,1.0,Selesai,pemeliharaan mesin area cibeureum,3.0,2025-04-10
membantu pindahan barang dari kantor HO Ke TSP,7.0,1.0,Selesai,,2.0,2025-04-10
membantu tim teknisi pengangkatan GRC dan gipsum ke lantai 2,1.0,18.0,Selesai,pembuatan ruang arsip di BRP,2.0,2025-04-11
monitor teknisi dan mesin di area HO,1.0,18.0,Selesai,monitor teknisi area HO,2.0,2025-04-11
koordinasi dengan vendor timbangan ,1.0,18.0,Selesai,perbaikan timbangan rusak di area cibeureum,2.0,2025-04-11
koordinasi dengan tim OB di kantor cibeureum,1.0,18.0,Selesai,terkait mati listrik daerah cibeureum,2.0,2025-04-11
koordinasi dengan tim produksi di HO terkait proyek drainase,1.0,18.0,Selesai,terkait proyek drainase di HO,2.0,2025-04-11
monitor terkait grup komplen,1.0,18.0,Selesai,monitor terkait grup komplen,2.0,2025-04-11
monitor teknisi terkait pengeksekusian di grup komplenan,1.0,18.0,Selesai,monitor teknisi terkait grup komplenan,2.0,2025-04-11
koordinasi dengan PLN terkait pemadaman listrik di kantor cibeureum,1.0,18.0,Selesai,koordinasi dengan pln terkait pemadaman listrik di cibeureum,2.0,2025-04-11
monitor terhadap pekerjaan dari tim OB,1.0,18.0,Selesai,"monitor terhadap pekerjaan OB di TSP,HO,CIBEUREUM,KEMITRAAN",2.0,2025-04-11
kooridinasi dengan divisi asset ,3.0,9.0,Selesai,koordinasi pengajuan pengecetan kantor ho ,2.0,2025-04-11
Update spreadsheet,3.0,9.0,Selesai,update data maintance ,2.0,2025-04-11
Update spreadsheet,3.0,9.0,Selesai,update data waitinglist,2.0,2025-04-11
koordinasi dengan vendor ,,9.0,Selesai,koordinasi dengan vendor terkiat pengecetan ,3.0,2025-04-11
koordinasi dengan pak ari ,1.0,9.0,Selesai,koordinasi dengan pak ari terkait pemasangan turbin,2.0,2025-04-11
pembuatan RAB turbin ,,9.0,Selesai,pembuatan RAB turbin ,3.0,2025-04-11
monitoring group ,1.0,9.0,Selesai,monitoring terkait pengajuan tim dan komplen ,2.0,2025-04-11
pembuatan gambar 3d,,9.0,Selesai,koordinasi terkait pembuatan gambar turbin ,3.0,2025-04-11
pembuatan gambar 3d,,9.0,Progres,pembuatan gambar 3d kantor kemitraan ,2.0,2025-04-11
korrdinasi denganstokis ,1.0,9.0,Selesai,koordinasi terkiat perbaikan freezer,2.0,2025-04-11
Monitoring Grup OB dan CS,3.0,17.0,Selesai,Monitoring Pengerjaan dan Repotan Tim OB dan Cs,2.0,2025-04-11
Kordinasi dengan TIM OB dan Div Lain,3.0,17.0,Selesai,Kordinasi Terkait Pengantaran Berkas dan barang (kartu Fleet pak alfian),2.0,2025-04-11
kordinasi dengan Admin aset,1.0,17.0,Selesai,Kordinasi Terkait  pengajuan Barang (Racun rayap 1 pcs),2.0,2025-04-11
Update Data di Spredshet,3.0,17.0,Selesai,Update data ceklisan OB dan CS,2.0,2025-04-11
Membantu pindahan Teknisi,1.0,17.0,Selesai,Membantu menaikan GRC dan giupsum di kantor BRP,2.0,2025-04-11
Kordinasi dengan Tim Aset,3.0,17.0,Selesai,"Serah terima Barang (wipol 4 pcs,pakan ikan 2 pcs)",2.0,2025-04-11
Monitoring Area kantor TSP,1.0,17.0,Selesai,"Pengecekan Kebersihan,Kerapihan dan Kebutuhan kantor",2.0,2025-04-11
Koordinasi dengan spv dan pic service,7.0,2.0,Selesai,terkait komplenan di grup data req dan komplain GA,2.0,2025-04-11
Mengeksekusi pengejaan komplenan di grup data & req komplenan,7.0,2.0,Selesai,terkait komplenan di grup data req dan komplain GA,2.0,2025-04-11
Maintenance setiap alat di area HO,4.0,2.0,Selesai,pemeliharaan alat di kantor HO,3.0,2025-04-11
Maintenance setiap alat di area cibeureum,4.0,2.0,Selesai,pemeliharaan alat di kantor HO,3.0,2025-04-11
pengangkatan GRC dan Gibsum area BRP,6.0,2.0,Selesai,proyek ruang arsip di BRP,3.0,2025-04-11
pemasangan gibsum di area BRP,6.0,2.0,Selesai,proyek ruang arsip di BRP,3.0,2025-04-11
pemasangan GRC sekatan fartisi area BRP,6.0,2.0,Selesai,proyek ruang arsip di BRP,3.0,2025-04-11
pemotongan baja ringan di brp,6.0,2.0,Selesai,proyek ruang arsip di BRP,3.0,2025-04-11
Koordinasi dengan spv dan pic service,7.0,5.0,Selesai,terkait komplenan di grup data req dan komplain GA,2.0,2025-04-11
mengeksekusi pengerjaan komplenan di grup data & req komplenan,7.0,5.0,Selesai,terkait komplenan di grup data req dan komplain GA,2.0,2025-04-11
pengangkatan GRC dan gibsum area BRP,6.0,5.0,Selesai,proyek ruang arsip di BRP,3.0,2025-04-11
pemotongan baja ringan di BRP,6.0,5.0,Selesai,proyek ruang arsip di BRP,3.0,2025-04-11
pemasangan kerangkan sekatan di brp,6.0,5.0,Selesai,proyek ruang arsip di BRP,3.0,2025-04-11
Pemasangan GRC di kantor BRP,6.0,5.0,Selesai,proyek ruang arsip di BRP,3.0,2025-04-11
pemasasangan gibsum di kantor BRP,6.0,5.0,Selesai,proyek ruang arsip di BRP,3.0,2025-04-11
pengangkatan gibsum dan grc dari lantai 1 ke lantai 2,6.0,5.0,Selesai,proyek ruang arsip di BRP,3.0,2025-04-11
koordinasi denagan spv dan pic service,7.0,1.0,Selesai,terkait komplenan di grup req dan komplain GA,2.0,2025-04-11
mengeksekusi pengerjaan komplenan di grup data & req komplenan,7.0,1.0,Selesai,terkait komplenan di grup req dan komplain GA,2.0,2025-04-11
perbaikan jalur listrik area parting yang konslet,4.0,1.0,Selesai,perbaikan mesin area HO,3.0,2025-04-11
perbaikan mesin jahit ayam,4.0,1.0,Selesai,perbaikan mesin area ho,3.0,2025-04-11
perbaikan terminal terbakar,4.0,1.0,Selesai,perbaikan area HO,3.0,2025-04-11
maintenance setiap mesin area HO,4.0,1.0,Selesai,pemeliharaan mesin di bagian HO,3.0,2025-04-11
Maintenance setiap mesin area cibeureum,4.0,1.0,Selesai,pemeliharaan mesin di bagian cibeureum,3.0,2025-04-11
pembagian setrum genset ke mesin produksi,4.0,1.0,Selesai,perbaikan mesin area cibeureum,3.0,2025-04-11
Monitor pekerjaan di HO,1.0,18.0,Selesai,monitor pekerjaan teknisi di HO,2.0,2025-04-12
Pemasangan terminal di ruang legal,1.0,18.0,Selesai,pemasangan terminal di ruang legal,2.0,2025-04-12
Monitor grup req dan komplen,1.0,18.0,Selesai,monitor grup komplen,2.0,2025-04-12
Monitor Komplenan di stokis ciomas,1.0,18.0,Selesai,monitor komplenan,2.0,2025-04-12
mencari vendor Folding Gate,1.0,18.0,Selesai,mencari vendor folding gate untuk stokis ciomas,2.0,2025-04-12
Koordinasi dengan vendor folding gate,1.0,18.0,Selesai,koordinasi dengan tim vendor,2.0,2025-04-12
Monitor tim teknisi pengeksekusian grup komplen,1.0,18.0,Selesai,monitor tim teknisi saat eksekusi komplenan,2.0,2025-04-12
Monitor terhadap pekerjaan tim OB,1.0,18.0,Selesai,monitor pekerjaan OB,2.0,2025-04-12
Koordinasi dengan tim produksi,1.0,18.0,Selesai,koordinasi dengan tim produksi terkait drainase,2.0,2025-04-12
koordinasi denagan spv dan pic service,7.0,5.0,Selesai,koordinasi dengan spv dan pic,2.0,2025-04-12
Mengeksekusi pengejaan komplenan di grup data & req komplenan,7.0,5.0,Selesai,mengekseskusi komplenan di geup req dan komplen,2.0,2025-04-12
Pembuatan terminal di ruang legal,7.0,5.0,Selesai,pembuatan terminal,2.0,2025-04-12
pemasangan terminal di ruang legal,7.0,5.0,Selesai,pemasangan terminal,2.0,2025-04-12
pengecekan komplenan di area stokis ciomas,7.0,5.0,Selesai,penegecekan komplenan di stokis ciomas,2.0,2025-04-12
pengerjaan kipas angin yang rusak di daerah ciomas,4.0,5.0,Selesai,memperbaiki kipas angin area stokis ciomas,3.0,2025-04-12
pengecekan Folding gate area stokis ciomas,7.0,5.0,Selesai,pengecekan kerusakan folding  gate,2.0,2025-04-12
koordinasi denagan spv dan pic service,7.0,1.0,Selesai,koordinasi dengan pic dan spv service,2.0,2025-04-12
Mengeksekusi pengejaan komplenan di grup data & req komplenan,7.0,1.0,Selesai,mengerjakan komplenan,2.0,2025-04-12
pengecekan mesin thamler yang ada kendala,4.0,1.0,Selesai,pengecekan mesin thamler di ho,3.0,2025-04-12
maintenance setiap mesin area HO,4.0,1.0,Selesai,pemeliharaan mesin di ho,3.0,2025-04-12
Maintenance setiap mesin area cibeureum,4.0,1.0,Selesai,pemeliharaan mesin di cibeureum,3.0,2025-04-12
Pembuatan meja untuk layar CCTV,7.0,1.0,Selesai,,2.0,2025-04-12
Internal Meeting Team Service,3.0,19.0,Selesai,Membahas Permasalahan yang belum di selesaikan dan Project jangka panjang,1.0,2025-04-14
"Pengarahan Team untuk Koordinasi dengan Vendor, Teknisi dan OB",3.0,19.0,Selesai,Memastikan agar Project yang sudah dan akan di kerjakan berjalan tuntas,1.0,2025-04-14
Monitoring Group Req dan Complain,3.0,19.0,Selesai,Monitoring terkain req dan Komplain dan Group yang berkaitan dengan Service,3.0,2025-04-14
Layout Area Kerja Team Service,,19.0,Selesai,,2.0,2025-04-14
Mempelajari Tugas SPV Service dengan Pak Badrul,,19.0,Progres,Sharing Job desc SPV Team service,2.0,2025-04-14
Screening Masalah yang berkaitan dengan Service,,19.0,Progres,Pendataan masalah yang berkaitan dengan Service,2.0,2025-04-14
